age,workclass,fnlwgt,education,educational_num,marital_status,occupation,relationship,race,gender,capital_gain,hours_per_week,native_country,income_50k_threshold,income_90k_threshold,income
69,Private,79526,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,40,United-States,>50k,<=90k,86250
36,Private,214941,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,50,United-States,>50k,>90k,101250
21,Private,125169,Some-college,10,Never-married,Other-service,Own-child,White,Male,0,20,United-States,<=50k,<=90k,6250
38,Federal-gov,38716,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Male,0,40,United-States,>50k,>90k,101250
49,Private,141288,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Wife,White,Female,30000,50,United-States,>50k,>90k,101250
63,?,415895,HS-grad,9,Never-married,?,Not-in-family,White,Female,100,40,United-States,>50k,>90k,101250
52,State-gov,48602,Doctorate,16,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,50,United-States,>50k,>90k,101250
36,Private,73946,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Amer-Indian-Eskimo,Male,0,40,United-States,>50k,<=90k,83750
25,Private,522439,9th,5,Never-married,Construction,Other-relative,White,Male,0,40,Mexico,<=50k,<=90k,33750
40,Private,283070,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,40,United-States,>50k,<=90k,81250
41,Private,398732,HS-grad,9,Divorced,Other-service,Unmarried,White,Female,0,36,United-States,<=50k,<=90k,36250
55,Private,398457,HS-grad,9,Divorced,Exec-managerial,Not-in-family,White,Male,0,50,United-States,>50k,>90k,101250
30,Private,53460,HS-grad,9,Never-married,Transport-moving,Unmarried,White,Female,0,40,United-States,<=50k,<=90k,21250
29,Private,538587,HS-grad,9,Divorced,Other-service,Unmarried,White,Female,0,35,Mexico,<=50k,<=90k,21250
56,Private,49500,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,34,United-States,<=50k,<=90k,36250
46,Private,323556,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,0,50,United-States,>50k,<=90k,56250
41,Private,69541,Some-college,10,Divorced,Transport-moving,Not-in-family,Black,Male,0,18,Ethiopia,<=50k,<=90k,8750
58,Private,167137,HS-grad,9,Divorced,Construction,Not-in-family,White,Male,0,40,United-States,<=50k,<=90k,41250
31,Private,432725,Masters,14,Never-married,Exec-managerial,Not-in-family,White,Male,0,50,United-States,<=50k,<=90k,13750
41,Private,493292,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,50,United-States,<=50k,<=90k,48750
59,Federal-gov,46206,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,40,United-States,>50k,>90k,101250
21,Private,227274,Some-college,10,Never-married,Transport-moving,Own-child,White,Male,0,30,United-States,<=50k,<=90k,16250
42,Local-gov,498474,HS-grad,9,Married-civ-spouse,Construction,Husband,White,Male,0,40,United-States,>50k,>90k,91250
37,Private,94920,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,50,United-States,>50k,>90k,101250
48,Federal-gov,417753,Some-college,10,Never-married,Adm-clerical,Other-relative,Black,Female,0,40,United-States,>50k,<=90k,58750
27,Private,268156,Some-college,10,Never-married,Transport-moving,Not-in-family,White,Male,0,40,United-States,<=50k,<=90k,41250
56,Local-gov,331086,Bachelors,13,Married-spouse-absent,Prof-specialty,Not-in-family,White,Female,0,35,United-States,<=50k,<=90k,31250
66,Self-emp-not-inc,397066,HS-grad,9,Never-married,Exec-managerial,Not-in-family,White,Male,0,50,United-States,>50k,>90k,101250
19,Private,106441,HS-grad,9,Never-married,Other-service,Own-child,White,Female,0,20,United-States,<=50k,<=90k,6250
64,Private,399957,Masters,14,Married-civ-spouse,Prof-specialty,Wife,Black,Female,0,20,United-States,>50k,<=90k,61250
24,Local-gov,783749,Bachelors,13,Never-married,Other-service,Not-in-family,White,Male,0,50,United-States,>50k,<=90k,56250
44,Private,419244,Some-college,10,Married-spouse-absent,Transport-moving,Not-in-family,White,Male,0,50,Venezuela,<=50k,<=90k,26250
45,State-gov,401790,Masters,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,150000,38,United-States,>50k,>90k,93750
43,Self-emp-inc,489384,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,40,United-States,>50k,>90k,101250
26,Private,66147,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,2000,45,United-States,>50k,>90k,98750
38,Private,446461,9th,5,Never-married,Other-service,Unmarried,White,Female,0,12,Mexico,<=50k,<=90k,6250
23,Self-emp-not-inc,484642,Some-college,10,Never-married,Other-service,Own-child,White,Female,0,5,United-States,<=50k,<=90k,1250
27,Private,35703,Masters,14,Never-married,Adm-clerical,Not-in-family,White,Female,0,40,Russia,<=50k,<=90k,28750
53,Private,138093,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,40,United-States,>50k,>90k,101250
54,Local-gov,285375,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,45,United-States,>50k,>90k,101250
40,Private,248034,HS-grad,9,Never-married,Exec-managerial,Not-in-family,White,Male,0,40,United-States,>50k,<=90k,81250
38,Self-emp-inc,100220,11th,7,Never-married,Exec-managerial,Unmarried,White,Male,0,35,Cape-Verde,<=50k,<=90k,21250
18,Private,227757,Some-college,10,Never-married,Other-service,Own-child,White,Female,0,20,United-States,<=50k,<=90k,16250
42,Private,407329,Some-college,10,Never-married,Transport-moving,Not-in-family,White,Male,0,40,United-States,>50k,<=90k,56250
49,Private,463692,HS-grad,9,Separated,Sales,Not-in-family,White,Male,0,42,United-States,<=50k,<=90k,33750
71,?,61148,HS-grad,9,Married-civ-spouse,?,Wife,White,Female,0,40,United-States,>50k,<=90k,83750
47,Private,416227,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,45,United-States,>50k,>90k,96250
24,?,428547,Bachelors,13,Never-married,?,Own-child,White,Female,0,20,United-States,<=50k,<=90k,13750
36,Private,473883,Some-college,10,Married-civ-spouse,Craft-repair,Other-relative,White,Male,0,40,United-States,>50k,<=90k,61250
45,Private,382466,Bachelors,13,Never-married,Prof-specialty,Other-relative,White,Female,0,40,United-States,<=50k,<=90k,41250
29,Private,534714,Some-college,10,Never-married,Construction,Not-in-family,White,Male,0,60,United-States,>50k,<=90k,61250
45,Private,438842,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,Black,Female,0,52,United-States,<=50k,<=90k,36250
33,State-gov,559107,Assoc-acdm,12,Married-civ-spouse,Adm-clerical,Wife,Black,Female,0,40,United-States,<=50k,<=90k,38750
43,Private,319513,HS-grad,9,Never-married,Other-service,Not-in-family,White,Male,0,20,United-States,<=50k,<=90k,16250
53,Private,527821,Some-college,10,Divorced,Production,Not-in-family,White,Male,0,40,United-States,<=50k,<=90k,26250
38,Private,100220,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,1000,40,United-States,<=50k,<=90k,36250
40,Private,357555,Masters,14,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,40,United-States,>50k,>90k,101250
50,Private,123208,Prof-school,15,Never-married,Prof-specialty,Unmarried,Black,Female,0,40,United-States,<=50k,<=90k,41250
24,Private,88742,HS-grad,9,Never-married,Other-service,Other-relative,Amer-Indian-Eskimo,Male,0,32,United-States,<=50k,<=90k,31250
44,Private,312585,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,Female,0,40,United-States,<=50k,<=90k,46250
60,Private,674443,HS-grad,9,Widowed,Production,Not-in-family,Black,Female,0,40,United-States,<=50k,<=90k,26250
33,Private,234873,HS-grad,9,Married-civ-spouse,Transport-moving,Wife,White,Female,0,20,Mexico,<=50k,<=90k,41250
43,Private,369031,Assoc-acdm,12,Married-civ-spouse,Other-service,Wife,White,Female,0,20,Cuba,<=50k,<=90k,8750
59,Private,518846,Some-college,10,Never-married,Exec-managerial,Not-in-family,Black,Female,0,40,United-States,<=50k,<=90k,41250
56,?,165008,Masters,14,Divorced,?,Unmarried,Black,Female,0,16,United-States,<=50k,<=90k,48750
33,Private,156780,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Male,0,50,United-States,>50k,<=90k,51250
31,Private,573802,HS-grad,9,Never-married,Other-service,Other-relative,White,Male,0,40,United-States,<=50k,<=90k,26250
56,Private,324846,HS-grad,9,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,40,United-States,<=50k,<=90k,41250
43,Private,106888,5th-6th,3,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,45,Mexico,<=50k,<=90k,31250
31,Private,421726,HS-grad,9,Never-married,Other-service,Own-child,White,Female,0,40,United-States,<=50k,<=90k,8750
49,Private,427014,Some-college,10,Married-civ-spouse,Sales,Wife,White,Female,0,40,United-States,>50k,<=90k,56250
39,Private,168410,11th,7,Married-civ-spouse,Construction,Husband,White,Male,0,40,United-States,<=50k,<=90k,26250
38,Private,382855,11th,7,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,40,Mexico,<=50k,<=90k,16250
28,Private,542963,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,30,United-States,<=50k,<=90k,21250
46,Private,397403,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,52,United-States,>50k,<=90k,56250
39,Self-emp-inc,443434,Assoc-acdm,12,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,30,United-States,>50k,<=90k,61250
50,Private,433268,HS-grad,9,Divorced,Construction,Not-in-family,White,Male,0,40,United-States,<=50k,<=90k,43750
24,Private,627573,Some-college,10,Never-married,Sales,Not-in-family,Black,Female,0,50,United-States,<=50k,<=90k,13750
38,Private,392217,HS-grad,9,Married-civ-spouse,Sales,Wife,White,Female,0,40,United-States,<=50k,<=90k,16250
42,Private,1058600,10th,6,Married-civ-spouse,Transport-moving,Husband,White,Male,0,50,Mexico,>50k,<=90k,58750
27,Private,114222,Assoc-voc,11,Married-civ-spouse,Construction,Husband,White,Male,0,50,United-States,>50k,>90k,101250
60,Private,261250,Assoc-acdm,12,Divorced,Exec-managerial,Unmarried,White,Female,0,40,United-States,<=50k,<=90k,46250
56,Federal-gov,432046,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,1000,45,United-States,>50k,>90k,101250
36,Private,504999,HS-grad,9,Divorced,Prof-specialty,Other-relative,White,Female,0,40,United-States,<=50k,<=90k,31250
57,Private,356556,Some-college,10,Divorced,Other-service,Not-in-family,White,Male,15,40,United-States,<=50k,<=90k,31250
85,Private,392385,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,0,40,United-States,<=50k,<=90k,41250
38,Private,152011,1st-4th,2,Married-civ-spouse,Production,Other-relative,White,Male,0,40,Cuba,<=50k,<=90k,16250
67,Private,338800,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,50,United-States,>50k,>90k,101250
40,Private,350845,Assoc-voc,11,Never-married,Other-service,Not-in-family,White,Male,0,30,United-States,<=50k,<=90k,23750
62,Private,336287,HS-grad,9,Divorced,Construction,Unmarried,White,Male,0,50,United-States,>50k,>90k,101250
37,Private,81188,Prof-school,15,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Male,0,55,United-States,>50k,>90k,101250
18,Private,254997,11th,7,Never-married,Transport-moving,Own-child,White,Female,0,20,United-States,<=50k,<=90k,6250
24,Private,847880,Some-college,10,Never-married,Adm-clerical,Other-relative,Black,Female,0,40,United-States,<=50k,<=90k,31250
29,?,29720,HS-grad,9,Separated,?,Not-in-family,Asian-Pac-Islander,Male,0,35,United-States,>50k,>90k,91250
47,Private,39426,Some-college,10,Married-civ-spouse,Production,Husband,White,Male,0,40,United-States,<=50k,<=90k,18750
24,State-gov,512875,Masters,14,Never-married,Prof-specialty,Own-child,White,Female,0,35,United-States,>50k,<=90k,61250
19,Private,136196,11th,7,Never-married,Transport-moving,Other-relative,White,Male,0,40,Guatemala,<=50k,<=90k,36250
47,Private,364203,Assoc-acdm,12,Never-married,Other-service,Unmarried,Asian-Pac-Islander,Female,0,12,China,<=50k,<=90k,33750
49,Self-emp-not-inc,372365,Some-college,10,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,25,United-States,<=50k,<=90k,16250
41,Private,189460,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Male,2000,40,United-States,>50k,>90k,101250
42,Private,452324,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,45,United-States,<=50k,<=90k,36250
55,Private,202656,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,80,United-States,>50k,>90k,101250
23,Private,285049,HS-grad,9,Never-married,Farming-fishing,Unmarried,White,Male,0,40,United-States,<=50k,<=90k,31250
33,Private,459399,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female,0,40,United-States,<=50k,<=90k,21250
62,Private,315351,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,35,United-States,<=50k,<=90k,38750
56,Local-gov,319404,HS-grad,9,Divorced,Sales,Unmarried,White,Female,0,36,United-States,<=50k,<=90k,26250
33,Private,67902,Assoc-acdm,12,Married-civ-spouse,Sales,Husband,White,Male,0,40,United-States,>50k,<=90k,71250
24,Private,1237023,Bachelors,13,Never-married,Other-service,Own-child,Black,Male,0,50,United-States,<=50k,<=90k,23750
52,Federal-gov,413545,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,40,United-States,>50k,>90k,101250
68,?,475513,Masters,14,Married-civ-spouse,?,Husband,White,Male,0,40,United-States,<=50k,<=90k,23750
32,Private,479297,Bachelors,13,Married-civ-spouse,Sales,Wife,White,Female,0,42,United-States,<=50k,<=90k,46250
37,Private,405445,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,55,United-States,>50k,>90k,101250
57,Private,50645,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,20,United-States,>50k,<=90k,78750
33,Private,558614,HS-grad,9,Never-married,Construction,Not-in-family,White,Male,0,40,Cuba,>50k,<=90k,76250
52,Private,332507,Masters,14,Divorced,Exec-managerial,Unmarried,White,Female,0,30,United-States,>50k,>90k,93750
42,Self-emp-not-inc,137431,Bachelors,13,Never-married,Other-service,Unmarried,White,Female,0,20,United-States,<=50k,<=90k,28750
23,Private,440440,Bachelors,13,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Male,0,10,China,<=50k,<=90k,11250
25,Private,1120791,Some-college,10,Never-married,Construction,Own-child,Black,Male,0,40,United-States,>50k,>90k,101250
35,Private,328005,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,40,United-States,>50k,<=90k,61250
34,Private,664023,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,Black,Female,0,40,Jamaica,<=50k,<=90k,28750
50,Private,329204,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,40,United-States,>50k,<=90k,61250
17,Private,108759,10th,6,Never-married,Other-service,Own-child,White,Female,0,40,United-States,<=50k,<=90k,1250
76,?,116531,Some-college,10,Married-civ-spouse,?,Wife,White,Female,0,20,United-States,>50k,>90k,93750
20,?,175438,Some-college,10,Never-married,?,Own-child,White,Female,0,30,United-States,<=50k,<=90k,6250
46,Federal-gov,34733,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,40,United-States,>50k,>90k,101250
48,Self-emp-not-inc,81140,HS-grad,9,Married-civ-spouse,Other-service,Wife,White,Female,0,16,United-States,<=50k,<=90k,6250
57,Private,102441,Assoc-acdm,12,Divorced,Other-service,Unmarried,White,Female,0,25,United-States,<=50k,<=90k,41250
67,?,289123,Bachelors,13,Married-civ-spouse,?,Wife,White,Female,0,15,United-States,<=50k,<=90k,48750
56,Self-emp-inc,413437,HS-grad,9,Married-civ-spouse,Construction,Wife,White,Female,0,20,Europe,<=50k,<=90k,23750
35,Private,721304,Assoc-voc,11,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,35,Ghana,<=50k,<=90k,18750
42,Private,344010,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,40,United-States,<=50k,<=90k,41250
22,?,493432,Some-college,10,Never-married,?,Not-in-family,White,Female,0,20,United-States,<=50k,<=90k,16250
65,Self-emp-inc,306298,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,45,United-States,>50k,>90k,101250
22,?,360360,HS-grad,9,Never-married,?,Own-child,White,Male,0,40,United-States,<=50k,<=90k,11250
59,Federal-gov,404054,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,52,United-States,>50k,<=90k,53750
49,Private,309565,HS-grad,9,Married-civ-spouse,Transport-moving,Other-relative,White,Male,0,50,Pakistan,<=50k,<=90k,46250
22,Private,59512,HS-grad,9,Never-married,Other-service,Not-in-family,White,Male,0,20,United-States,<=50k,<=90k,11250
25,Private,232988,Bachelors,13,Married-civ-spouse,Other-service,Not-in-family,White,Male,0,30,United-States,<=50k,<=90k,16250
31,Private,223074,Masters,14,Divorced,Prof-specialty,Unmarried,White,Male,0,40,United-States,<=50k,<=90k,48750
58,Private,313344,Some-college,10,Separated,Prof-specialty,Other-relative,Other,Male,0,45,United-States,>50k,>90k,101250
35,Self-emp-not-inc,38507,Bachelors,13,Never-married,Sales,Not-in-family,White,Male,0,40,United-States,>50k,<=90k,78750
31,Local-gov,49208,Assoc-acdm,12,Never-married,Adm-clerical,Unmarried,White,Female,0,40,United-States,<=50k,<=90k,48750
19,Private,405951,HS-grad,9,Never-married,Transport-moving,Own-child,White,Male,0,4,United-States,<=50k,<=90k,1250
76,Private,368855,Some-college,10,Married-civ-spouse,Sales,Wife,White,Female,0,20,United-States,<=50k,<=90k,18750
52,Private,85457,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,0,40,United-States,>50k,<=90k,58750
62,Private,411488,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,40,United-States,<=50k,<=90k,6250
43,Federal-gov,38440,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Other-relative,White,Male,0,40,United-States,>50k,<=90k,71250
65,Private,135093,Bachelors,13,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,40,United-States,>50k,>90k,101250
68,Never-worked,413613,11th,7,Divorced,?,Not-in-family,White,Female,0,30,United-States,<=50k,<=90k,18750
65,?,166791,HS-grad,9,Widowed,?,Not-in-family,White,Female,0,40,United-States,<=50k,<=90k,38750
38,Private,404561,Some-college,10,Never-married,Sales,Unmarried,White,Male,0,40,United-States,<=50k,<=90k,31250
48,Private,171318,HS-grad,9,Divorced,Sales,Not-in-family,White,Male,0,50,United-States,>50k,<=90k,83750
33,Private,216747,Bachelors,13,Never-married,Exec-managerial,Other-relative,White,Female,0,40,United-States,>50k,<=90k,53750
59,Self-emp-not-inc,360378,Some-college,10,Divorced,Transport-moving,Not-in-family,White,Male,0,60,United-States,>50k,>90k,101250
29,Private,426499,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Male,0,40,United-States,>50k,>90k,101250
31,State-gov,89432,Masters,14,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Male,0,20,Nepal,<=50k,<=90k,16250
27,?,473175,HS-grad,9,Never-married,?,Own-child,White,Female,0,40,United-States,<=50k,<=90k,31250
57,Private,152188,Some-college,10,Widowed,Exec-managerial,Own-child,Black,Female,0,50,United-States,>50k,<=90k,61250
53,Self-emp-inc,618189,Prof-school,15,Separated,Prof-specialty,Not-in-family,White,Male,4000,50,United-States,>50k,>90k,101250
20,Private,447843,Some-college,10,Never-married,Construction,Own-child,White,Male,0,40,United-States,<=50k,<=90k,3750
55,?,469917,9th,5,Divorced,?,Not-in-family,White,Female,0,40,Mexico,<=50k,<=90k,11250
59,Private,106151,Some-college,10,Widowed,Exec-managerial,Other-relative,White,Male,0,40,United-States,>50k,<=90k,71250
32,Private,212410,Bachelors,13,Divorced,Prof-specialty,Not-in-family,Black,Female,0,40,United-States,<=50k,<=90k,36250
41,Private,61469,HS-grad,9,Widowed,Adm-clerical,Not-in-family,White,Female,0,40,United-States,<=50k,<=90k,41250
43,Private,731179,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,40,Mexico,>50k,<=90k,71250
32,Private,98538,Assoc-acdm,12,Never-married,Sales,Own-child,White,Male,0,24,United-States,<=50k,<=90k,23750
57,Private,392515,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,40,United-States,>50k,>90k,101250
30,Private,216912,Bachelors,13,Never-married,Transport-moving,Not-in-family,White,Male,0,20,United-States,>50k,>90k,101250
22,?,718265,HS-grad,9,Never-married,?,Not-in-family,White,Female,0,37,United-States,<=50k,<=90k,26250
54,Local-gov,327554,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,Asian-Pac-Islander,Female,0,15,Hong-Kong,<=50k,<=90k,21250
52,Private,276729,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,500,52,United-States,>50k,>90k,101250
26,Private,307489,HS-grad,9,Never-married,Transport-moving,Own-child,White,Male,0,40,United-States,<=50k,<=90k,36250
49,Private,322237,Bachelors,13,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,40,United-States,>50k,<=90k,66250
39,Private,116779,Prof-school,15,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,40,United-States,>50k,>90k,101250
49,Private,710617,Masters,14,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,40,Pakistan,>50k,>90k,101250
20,Private,491373,HS-grad,9,Never-married,Other-service,Other-relative,White,Female,0,28,United-States,<=50k,<=90k,13750
45,Private,468743,Some-college,10,Married-civ-spouse,Production,Husband,White,Male,0,40,United-States,>50k,>90k,101250
50,Private,52859,Assoc-acdm,12,Married-civ-spouse,Other-service,Wife,Amer-Indian-Eskimo,Female,0,16,United-States,<=50k,<=90k,3750
59,State-gov,499113,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,40,United-States,<=50k,<=90k,31250
44,Private,416182,HS-grad,9,Married-civ-spouse,Sales,Wife,Black,Female,0,60,United-States,>50k,<=90k,81250
60,Federal-gov,440762,Masters,14,Divorced,Adm-clerical,Not-in-family,White,Female,600,40,United-States,>50k,<=90k,86250
33,Private,367195,HS-grad,9,Never-married,Prof-specialty,Not-in-family,Black,Male,0,40,United-States,<=50k,<=90k,36250
36,?,316274,HS-grad,9,Married-civ-spouse,?,Husband,White,Male,0,40,United-States,>50k,<=90k,51250
38,Private,274521,Some-college,10,Divorced,Prof-specialty,Own-child,White,Female,0,20,United-States,<=50k,<=90k,16250
31,State-gov,153444,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,0,40,United-States,<=50k,<=90k,41250
20,Private,225577,Some-college,10,Never-married,Production,Own-child,White,Male,0,40,United-States,<=50k,<=90k,26250
54,Local-gov,71390,Some-college,10,Married-civ-spouse,Other-service,Wife,White,Female,0,47,United-States,>50k,<=90k,61250
67,Local-gov,334714,Assoc-acdm,12,Divorced,Prof-specialty,Not-in-family,White,Female,0,10,United-States,>50k,<=90k,58750
39,Self-emp-not-inc,414951,Bachelors,13,Married-civ-spouse,Sales,Wife,White,Female,0,40,United-States,>50k,>90k,101250
67,Private,408881,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,40,United-States,>50k,<=90k,51250
51,Private,411418,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,2000,40,United-States,>50k,>90k,101250
29,Private,103518,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Female,0,56,United-States,>50k,<=90k,68750
43,Private,234784,Some-college,10,Married-civ-spouse,Sales,Wife,White,Female,0,30,United-States,>50k,<=90k,56250
62,Private,343136,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,0,50,United-States,>50k,>90k,101250
55,Private,56371,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,40,United-States,<=50k,<=90k,36250
37,Private,366351,HS-grad,9,Married-civ-spouse,Other-service,Wife,White,Female,0,40,United-States,<=50k,<=90k,31250
49,Private,366252,Some-college,10,Never-married,Other-service,Not-in-family,White,Female,0,35,United-States,<=50k,<=90k,38750
75,?,347341,HS-grad,9,Married-civ-spouse,?,Husband,White,Male,0,30,United-States,<=50k,<=90k,23750
37,Private,76628,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,45,United-States,>50k,>90k,101250
23,Private,165066,Bachelors,13,Never-married,Sales,Not-in-family,Black,Male,0,35,United-States,<=50k,<=90k,18750
29,Private,176269,HS-grad,9,Never-married,Other-service,Unmarried,Other,Female,0,30,United-States,<=50k,<=90k,16250
44,Private,428278,HS-grad,9,Never-married,Sales,Unmarried,Black,Female,0,40,United-States,<=50k,<=90k,26250
32,Private,279905,Bachelors,13,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Male,0,40,India,>50k,>90k,101250
49,Private,356202,Masters,14,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Male,900,40,South-Africa,>50k,>90k,98750
56,Private,171179,Some-college,10,Married-civ-spouse,Sales,Wife,Asian-Pac-Islander,Female,0,28,United-States,<=50k,<=90k,21250
45,Private,499492,Bachelors,13,Separated,Transport-moving,Other-relative,Black,Female,0,60,Jamaica,<=50k,<=90k,41250
24,Private,55788,Bachelors,13,Never-married,Sales,Not-in-family,White,Male,450,40,United-States,>50k,>90k,93750
51,Local-gov,275469,Bachelors,13,Married-civ-spouse,Other-service,Husband,White,Male,0,40,United-States,<=50k,<=90k,41250
32,Private,92500,10th,6,Married-civ-spouse,Adm-clerical,Not-in-family,White,Male,0,40,United-States,<=50k,<=90k,33750
38,Private,630535,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Male,0,70,Mexico,>50k,<=90k,88750
53,State-gov,122431,Masters,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,40,United-States,<=50k,<=90k,43750
67,Private,443325,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,40,United-States,>50k,>90k,101250
32,Private,449408,Doctorate,16,Never-married,Prof-specialty,Unmarried,White,Male,0,36,United-States,>50k,>90k,101250
61,Private,229167,7th-8th,4,Married-civ-spouse,Construction,Husband,White,Male,0,70,Mexico,<=50k,<=90k,13750
80,State-gov,133972,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,8,United-States,<=50k,<=90k,13750
27,Private,879675,HS-grad,9,Never-married,Other-service,Not-in-family,Black,Female,0,20,United-States,<=50k,<=90k,33750
28,Private,372156,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,0,40,United-States,>50k,<=90k,66250
35,Private,436272,Assoc-voc,11,Divorced,Exec-managerial,Not-in-family,White,Male,0,40,Macedonia,>50k,<=90k,83750
26,Private,326747,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,0,24,United-States,>50k,<=90k,66250
46,Private,499304,Bachelors,13,Married-spouse-absent,Exec-managerial,Unmarried,White,Male,0,40,Brazil,>50k,<=90k,71250
52,Private,81304,HS-grad,9,Never-married,Production,Unmarried,White,Female,0,40,United-States,<=50k,<=90k,38750
38,?,40715,Bachelors,13,Married-civ-spouse,?,Husband,White,Male,0,40,United-States,<=50k,<=90k,28750
36,Private,344111,HS-grad,9,Divorced,Farming-fishing,Not-in-family,White,Male,0,40,United-States,<=50k,<=90k,26250
33,Private,354059,HS-grad,9,Divorced,Sales,Not-in-family,White,Male,0,42,United-States,<=50k,<=90k,48750
54,Private,179122,HS-grad,9,Divorced,Craft-repair,Unmarried,White,Male,0,50,United-States,>50k,<=90k,73750
26,Private,155304,Masters,14,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Male,0,40,India,>50k,<=90k,61250
